Symbol,Name,Market_Cap,Market_Cap_Formatted,Category,Source
ALCO,"Alico, Inc.",317521120,"$317,521,120",Small Cap,Yahoo Finance
ALDF,Aldel Financial II Inc.,316304384,"$316,304,384",Small Cap,Yahoo Finance
CHAC,Crane Harbor Acquisition Corp.,316218688,"$316,218,688",Small Cap,Yahoo Finance
KOYN,CSLM Digital Asset Acquisition ,316210336,"$316,210,336",Small Cap,Yahoo Finance
PLTS,Platinum Analytics Cayman Limit,316034432,"$316,034,432",Small Cap,Yahoo Finance
TVA,Texas Ventures Acquisition III ,315900000,"$315,900,000",Small Cap,Yahoo Finance
ARQQ,Arqit Quantum Inc.,315697984,"$315,697,984",Small Cap,Yahoo Finance
ATII,Archimedes Tech SPAC Partners I,314837600,"$314,837,600",Small Cap,Yahoo Finance
AIRO,"AIRO Group Holdings, Inc.",314603552,"$314,603,552",Small Cap,Yahoo Finance
CZFS,"Citizens Financial Services, In",314190752,"$314,190,752",Small Cap,Yahoo Finance
FNLC,"First Bancorp, Inc (ME)",313665056,"$313,665,056",Small Cap,Yahoo Finance
JRVR,"James River Group Holdings, Inc",313487040,"$313,487,040",Small Cap,Yahoo Finance
POLE,Andretti Acquisition Corp. II,312806016,"$312,806,016",Small Cap,Yahoo Finance
VCIC,Vine Hill Capital Investment Co,312400032,"$312,400,032",Small Cap,Yahoo Finance
BYRN,"Byrna Technologies, Inc.",312248576,"$312,248,576",Small Cap,Yahoo Finance
AMRN,Amarin Corporation plc,311786304,"$311,786,304",Small Cap,Yahoo Finance
SSP,E.W. Scripps Company (The),311695456,"$311,695,456",Small Cap,Yahoo Finance
HRZN,Horizon Technology Finance Corp,311247872,"$311,247,872",Small Cap,Yahoo Finance
IMRX,Immuneering Corporation,311227264,"$311,227,264",Small Cap,Yahoo Finance
BBCP,"Concrete Pumping Holdings, Inc.",310905664,"$310,905,664",Small Cap,Yahoo Finance
LOCO,"El Pollo Loco Holdings, Inc.",310752864,"$310,752,864",Small Cap,Yahoo Finance
VMD,"Viemed Healthcare, Inc.",310286080,"$310,286,080",Small Cap,Yahoo Finance
VELO,"Velo3D, Inc.",310182144,"$310,182,144",Small Cap,Yahoo Finance
AEAQ,Activate Energy Acquisition Cor,309985504,"$309,985,504",Small Cap,Yahoo Finance
MKLY,McKinley Acquisition Corporatio,309688352,"$309,688,352",Small Cap,Yahoo Finance
PIII,P3 Health Partners Inc.,308780576,"$308,780,576",Small Cap,Yahoo Finance
TSBK,"Timberland Bancorp, Inc.",308295840,"$308,295,840",Small Cap,Yahoo Finance
DMAAU,Drugs Made In America Acquisiti,307761184,"$307,761,184",Small Cap,Yahoo Finance
TBRG,"TruBridge, Inc.",306687872,"$306,687,872",Small Cap,Yahoo Finance
WEYS,"Weyco Group, Inc.",306503232,"$306,503,232",Small Cap,Yahoo Finance
LPAA,Launch One Acquisition Corp.,305900000,"$305,900,000",Small Cap,Yahoo Finance
PDYN,Palladyne AI Corp.,304918272,"$304,918,272",Small Cap,Yahoo Finance
ITHA,ITHAX Acquisition Corp III,304213344,"$304,213,344",Small Cap,Yahoo Finance
LPBB,Launch Two Acquisition Corp.,304175008,"$304,175,008",Small Cap,Yahoo Finance
LWAC,LightWave Acquisition Corp.,303757504,"$303,757,504",Small Cap,Yahoo Finance
QTRX,Quanterix Corporation,303620160,"$303,620,160",Small Cap,Yahoo Finance
MRAM,"Everspin Technologies, Inc.",302620256,"$302,620,256",Small Cap,Yahoo Finance
CCRN,"Cross Country Healthcare, Inc.",302374336,"$302,374,336",Small Cap,Yahoo Finance
EFTY,"Etoiles Capital Group Co., Ltd.",302052224,"$302,052,224",Small Cap,Yahoo Finance
AREC,American Resources Corporation,302044896,"$302,044,896",Small Cap,Yahoo Finance
BIXI,Bitcoin Infrastructure Acquisit,301931744,"$301,931,744",Small Cap,Yahoo Finance
RZLT,"Rezolute, Inc.",300437216,"$300,437,216",Small Cap,Yahoo Finance
LRMR,"Larimar Therapeutics, Inc.",300422272,"$300,422,272",Small Cap,Yahoo Finance
